Name	Standardized SMILES	SMILES (ionized)	Exp (logK)	Prediction	Set	AD evaluation	ALOGP	P_VSA_i_2	MLOGP	P_VSA_p_3	Eta_betaP	CATS2D_00_LL	C.	PCD	Ui	N.	totalcharge	CATS2D_00_PP	C.024	nCsp2	MLOGP2	GATS1i	SpMax2_Bh.p.	nBM	MATS5e	AMW	F01.C.N.	T.O..O.	J_D.Dt	SpMax_AEA.dm.
Cocaethylene	O=C(OC2CC1N(C)C(CC1)C2(C(=O)OCC))c3ccccc3	CCOC(=O)C1C2CCC(CC1OC(=O)C1=CC=CC=C1)[NH+]2C	-0.249877473	0.10329315168	TS		0.907	94.367	-1.033	94.367	9	11	38.3	1.016	2.585	2.1	1	1	5	8	1.067	1.423	3.828	8	-0.246	6.775	3	24	12.8602	3.89
Ritodrine	Oc1ccc(cc1)CCNC(C)C(O)c2ccc(O)cc2	CC([NH2+]CCC1=CC=C(O)C=C1)C(O)C1=CC=C(O)C=C1	-0.249877473	0.08566332033	TS		1.374	95.647	-1.529	95.647	13	12	39.5	1.925	2.807	2.3	1	1	8	12	2.339	1.076	3.839	12	0.002	6.707	2	30	11.1012	3.277
Azlocillin	O=C(O)C4N3C(=O)C(NC(=O)C(NC(=O)N1C(=O)NCC1)c2ccccc2)C3SC4(C)(C)	CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)C3=CC=CC=C3)C(=O)N2C1C([O-])=O	-0.268845312	-0.05988254827	TS		-0.379	97.104	0.527	129.324	13.5	9	37	0.911	3.17	9.3	-1	0	5	11	0.278	1.454	3.848	11	-0.026	8.529	12	115	12.3239	4.952
Metocurine	O3c1cc(ccc1(OC))CC7c6c(Oc2ccc(cc2)CC5c4cc3c(OC)cc4CC[N+]5(C)(C))c(OC)c(OC)cc6CC[N+]7(C)(C)	COC1=CC=C2CC3C4=C(OC5=CC=C(CC6C7=CC(OC1=C2)=C(OC)C=C7CC[N+]6(C)C)C=C5)C(OC)=C(OC)C=C4CC[N+]3(C)C	-0.268845312	-0.099819387973333	TS		4.509	247.291	-4.018	247.291	27	20	41.7	4.859	3.7	2.1	2	2	10	24	16.147	1.451	3.943	24	-0.054	6.801	8	115	29.989	3.879
Morphine	Oc5ccc4c1c5(OC2C(O)C=CC3C(N(C)CCC123)C4)	C[NH+]1CCC23C4OC5=C2C(CC1C3C=CC4O)=CC=C5O	-0.268845312	-0.359944604224	TS		-0.174	65.091	-1.753	65.091	8	10	41.5	1.646	2.322	2.4	1	1	2	8	3.073	1.152	3.638	7	-0.03	6.985	3	12	24.5247	4.1
Nalmefene	Oc6ccc5c1c6(OC2C(=C)CCC3(O)(C(N(CCC123)CC4CC4)C5))	OC1=CC=C2CC3[NH+](CC4CC4)CCC45C(OC1=C24)C(=C)CCC35O	-0.268845312	-0.16245238438	TS		1.235	68.938	-0.832	68.938	8	14	41.2	1.349	2.322	2	1	1	2	8	0.693	1.149	3.807	7	-0.049	6.676	3	13	21.8289	4.306
Nizatidine	O=[N+]([O-])CC(=NC)NCCSCc1nc(CN(C)C)sc1	CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O	-0.268845312	-0.42538136808	TS		1.071	53.911	0.387	117.408	8	2	28.6	1.289	2.7	11.9	0	0	0	5	0.149	1.523	3.575	8	-0.264	7.893	10	2	12.8832	4.25
Streptomycin	O=CC3(O)(C(OC(OC1C(O)C(O)C(N=C(N)N)C(O)C1(N=C(N)N))C3(OC2OC(CO)C(O)C(O)C2(NC)))C)	C[NH2+]C1C(O)C(O)C(CO)OC1OC1C(OC2C(O)C(O)C(NC(N)=[NH2+])C(O)C2NC(N)=[NH2+])OC(C)C1(O)C=O	-0.268845312	-0.52399951167	TS		-10.56	33.163	-8.883	33.163	4.5	1	25.6	0.136	2	8.5	3	5	0	3	78.912	1.617	3.712	3	0.022	7.13	10	425	18.1035	4.08
Bisoprolol	OC(COc1ccc(cc1)COCCOC(C)C)CNC(C)C	CC(C)[NH2+]CC(O)COC1=CC=C(COCCOC(C)C)C=C1	-0.288065018	-0.17948246512	TS		0.801	102.11	-2.089	102.11	6.5	9	32.7	1.124	2	1.8	1	1	4	6	4.362	1.579	3.598	6	-0.004	5.937	2	42	14.1226	2.987
Dexfenfluramine	FC(F)(F)c1cccc(c1)CC(NCC)C	CC[NH2+]C(C)CC1=CC(=CC=C1)C(F)(F)F	-0.288065018	-0.11451011928	TS		2.127	74.326	0.106	74.326	6	9	36.4	1.183	2	3	1	1	4	6	0.011	1.032	3.54	6	-0.016	7.039	2	0	11.8391	4.46
Acetylsalicylic Acid	O=C(O)c1ccccc1(OC(=O)C)	CC(=O)OC1=CC=CC=C1C([O-])=O	-0.327358934	-0.09528016985	TS		0.524	69.065	1.701	69.065	9.5	6	45	1.505	2.585	0	-1	0	4	8	2.894	1.153	3.25	8	-0.345	8.958	0	24	10.9012	3.697
Linezolid	O=C1OC(CNC(=O)C)CN1c2ccc(c(F)c2)N3CCOCC3	CC(=O)NCC1CN(C(=O)O1)C1=CC=C(N2CCOCC2)C(F)=C1	-0.347487397	-0.27928016101	TS		0.895	80.963	0.892	80.963	10	4	36.4	1.306	2.585	6.8	0	0	3	8	0.795	1.469	3.569	8	-0.031	7.668	8	48	11.6541	3.853
Ciprofloxacin	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCNCC3)C4CC4	[O-]C(=O)C1=CN(C2CC2)C2=CC(N3CC[NH2+]CC3)=C(F)C=C2C1=O	-0.367976785	-0.45806551637	TS		-0.498	74.346	-2.013	74.346	11.5	6	40.5	1.741	2.807	7.1	0	1	2	10	4.054	1.243	3.713	9	0.081	7.89	8	10	13.8273	3.795
Codeine	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	COC1=CC=C2CC3C4C=CC(O)C5OC1=C2C45CC[NH+]3C	-0.367976785	-0.364571395854	TS		0.077	81.217	-1.515	81.217	8	10	40.9	1.65	2.322	2.3	1	1	2	8	2.296	1.251	3.642	7	-0.063	6.827	3	12	24.1751	4.101
Digoxin	Oc1occ(c1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CC(O)C67(C)))	CC1OC(CC(O)C1O)OC1C(O)CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(CCC54O)C4=COC(=O)C4)C3)OC2C)OC1C	-0.367976785	0.03028761933	TS		1.502	97.53	0.957	97.53	2.5	24	34.5	0.292	1.585	0	0	0	0	3	0.915	1.379	3.826	2	0.035	6.563	0	1060	15.624	4.14
Mivacurium (cis/cis)	O=C(OCCC[N+]3(C)(CCc1cc(OC)c(OC)cc1C3(Cc2cc(OC)c(OC)c(OC)c2)))CCC=CCCC(=O)OCCC[N+]6(C)(CCc4cc(OC)c(OC)cc4C6(Cc5cc(OC)c(OC)c(OC)c5))	COC1=CC(CC2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CCC=CCCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3C2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC	-0.367976785	-0.03466327303	TS		6.184	349.269	-5.483	349.269	33	26	37.7	4.567	4	1.3	2	2	8	28	30.064	1.581	3.961	27	-0.101	6.684	8	1509	18.9856	3.889
Tizanidine	N3=C(Nc1c2nsnc2(ccc1Cl))NCC3	ClC1=C(NC2=[NH+]CCN2)C2=NSN=C2C=C1	-0.367976785	-0.25535671049	TS		0.802	35.609	1.231	105.584	10	3	36	2.343	2.807	20	1	1	2	7	1.515	1.469	3.587	11	0.445	10.19	8	0	12.5891	3.356
Isoproterenol	Oc1ccc(cc1(O))C(O)CNC(C)C	CC(C)[NH2+]CC(O)C1=CC=C(O)C(O)=C1	-0.388860351	-0.51408526342	TS		-0.182	51.37	-2.836	51.37	7	6	33.3	1.165	2	3	1	1	3	6	8.041	1.266	3.55	6	0.121	6.433	2	14	11.0895	3.223
Carumonam	O=C(OCC2N(C(=O)C2(NC(=O)C(=NOCC(=O)O)C1=CSC(=N)N1))S(=O)(=O)O)N	NC(=O)OCC1C(NC(=O)C(=NOCC([O-])=O)C2=CSC(N)=N2)C(=O)N1S([O-])(=O)=O	-0.410174465	-0.38348196463	TS		-3.449	45.735	-1.682	84.037	15	1	28.6	1.098	3.392	14.3	-2	2	0	8	2.829	1.554	3.83	12	-0.058	11.058	9	326	13.5837	4.075
Isosorbide Dinitrate	O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12	[O-][N+](=O)OC1COC2C(COC12)O[N+]([O-])=O	-0.410174465	-0.66312816421	TS		-0.417	9.185	-0.046	9.185	6	0	25	0.407	2.322	8.3	0	0	0	0	0.002	1.323	3.207	4	-0.104	9.84	0	136	12.3955	4.697
Captopril	O=C(O)C1N(C(=O)C(C)CS)CCC1	CC(CS)C(=O)N1CCCC1C([O-])=O	-0.431959096	-0.39618881377	TS		0.071	28.319	0.64	66.883	3	4	32.1	0.235	1.585	3.6	-1	0	0	2	0.41	1.535	3.527	2	-0.083	7.725	3	12	10.6388	3.945
Venlafaxine	OC1(CCCCC1)C(c2ccc(OC)cc2)CN(C)C	COC1=CC=C(C=C1)C(C[NH+](C)C)C1(O)CCCCC1	-0.431959096	-0.27399557732	TS		1.461	88.788	-1.123	88.788	6.5	11	35.4	1.046	2	2.1	1	1	4	6	1.26	1.472	3.709	6	-0.04	5.801	3	7	11.4444	3.704
Fleroxacin	O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCN(C)CC3)CCF	CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C([O-])=O	-0.431959096	-0.307765589565	TS		1.385	87.893	1.905	87.893	11.5	3	39.5	1.758	2.807	7	-1	0	1	10	3.631	1.2	3.613	9	-0.068	8.567	9	10	16.3807	3.812
Meptazinol	Oc1cccc(c1)C2(CN(C)CCCC2)(CC)	CCC1(CCCC[NH+](C)C1)C1=CC(O)=CC=C1	-0.431959096	-0.13920509778	TS		1.947	72.662	-0.78	72.662	6.5	11	36.6	1.079	2	2.4	1	1	4	6	0.608	1.388	3.653	6	0.011	5.717	3	0	12.5831	3.707
Eptifibatide	O=C(O)CC1NC(=O)CNC(=O)C(NC(=O)CCSSCC(NC(=O)C4N(C(=O)C(NC1(=O))Cc3c[nH]c2ccccc23)CCC4)C(=O)N)CCCCNC(=N)N	NC(=[NH2+])NCCCCC1NC(=O)CCSSCC(NC(=O)C2CCCN2C(=O)C(CC2=CNC3=CC=CC=C23)NC(=O)C(CC([O-])=O)NC(=O)CNC1=O)C(N)=O	-0.477121255	-0.11350826896	TS		-3.403	124.794	-2.262	185.158	21.5	14	33	1.847	3.907	10.4	0	3	4	17	5.119	1.386	3.77	19	0.193	7.85	20	317	30.6892	3.965
Pefloxacin	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCN(C)CC3)CC	CCN1C=C(C([O-])=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1	-0.477121255	-0.34020387481	TS		1.127	88.604	1.671	88.604	11.5	5	39.5	1.759	2.807	7	-1	0	2	10	2.791	1.404	3.613	9	0.093	7.73	9	10	15.4411	3.787
Terbutaline	Oc1cc(O)cc(c1)C(O)CNC(C)(C)C	CC(C)(C)[NH2+]CC(O)C1=CC(O)=CC(O)=C1	-0.477121255	-0.55887086467	TS		0.023	60.196	-2.555	60.196	7	7	33.3	1.153	2	2.8	1	1	3	6	6.526	1.284	3.63	6	0.187	6.287	2	14	11.6551	3.284
Risedronic acid (Risedronate)	O=P(O)(O)C(O)(Cc1cnccc1)P(=O)(O)O	OC(CC1=CN=CC=C1)(P(O)([O-])=O)P([O-])([O-])=O	-0.500602351	-0.46924136705	TS		-2.741	42.767	-2.133	42.767	9	4	28	1.195	2.585	4	-3	0	2	5	4.548	1.438	3.738	8	-0.119	11.204	2	66	11.4853	4.078
Etilefrine	Oc1cccc(c1)C(O)CNCC	CC[NH2+]CC(O)C1=CC(O)=CC=C1	-0.524762889	-0.55116332094	TS		-0.292	54.127	-2.587	54.127	6.5	6	34.5	1.167	2	3.4	1	1	4	6	6.694	1.262	3.466	6	0.1	6.285	2	5	10.1352	3.175
Moclobemide	O=C(NCCN1CCOCC1)c2ccc(cc2)Cl	ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1	-0.524762889	-0.28373275562	TS		1.529	66.903	1.588	106.052	7.5	6	37.1	1.102	2.322	5.7	0	0	4	7	2.523	1.557	3.592	7	-0.022	7.679	5	8	10.3926	3.558
Cimetidine	N#CNC(=NC)NCCSCc1[nH]cnc1C	CN=C(NCCSCC1=C(C)N=CN1)NC#N	-0.549671922	-0.5100923319	TS		0.61	53.331	0.821	85.55	8.5	2	30.3	1.115	2.7	18.2	0	0	0	4	0.674	1.642	3.486	7	0.039	7.648	11	0	10.969	4.253
Tetracycline	O=C(N)C3C(=O)C(N(C)C)C4CC2C(C(=O)c1c(O)cccc1C2(O)(C))C(=O)C4(O)(C3(=O))	C[NH+](C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-])C(=O)C1=C(O)C=CC=C1C3(C)O	-0.549671922	-0.276076495265	TS		-3.349	89.062	-4.559	89.062	14	11	39.3	2.165	3.17	3.6	0	2	3	13	20.788	1.087	3.832	11	0.027	7.937	4	164	25.2219	4.365
Zoledronic Acid	O=P(O)(O)C(O)(Cn1cncc1)P(=O)(O)O	OC(CN1C=CN=C1)(P(O)([O-])=O)P([O-])([O-])=O	-0.549671922	-0.7773781871	TS		-3.688	28.819	-2.705	28.819	7	0	21.7	0.929	2.459	8.7	-3	0	0	3	7.315	1.871	3.649	7	-0.184	11.699	5	66	10.3834	4.073
Ceftazidime	O=C([O-])C4=C(C[n+]1ccccc1)CSC3N4(C(=O)C3(NC(=O)C(=NOC(C(=O)O)(C)C)C2=CSC(=N)N2))	CC(C)(ON=C(C(=O)NC1C2SCC(C[N+]3=CC=CC=C3)=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1)C([O-])=O	-0.575407797	-0.2270243434	TS		-0.984	109.624	0.667	173.121	18.5	8	37.9	1.963	3.644	10.3	-1	2	3	15	0.445	1.279	3.827	17	0.023	9.407	12	158	13.5435	4.611
Naltrexone	O=C1CCC5(O)(C4N(CCC25(c3c(OC12)c(O)ccc3C4))CC6CC6)	OC1=CC=C2CC3[NH+](CC4CC4)CCC45C(OC1=C24)C(=O)CCC35O	-0.575407797	-0.420901692305	TS		0.038	55.119	-1.843	55.119	8.5	12	40.8	1.349	2.322	2	1	1	2	7	3.397	1.156	3.806	7	-0.005	6.989	3	27	21.8289	4.339
Cladribine	N=C3NC(=Nc1c3(ncn1C2OC(CO)C(O)C2))Cl	NC1=C2N=CN(C3CC(O)C(CO)O3)C2=NC(Cl)=N1	-0.575407797	-0.616570430803334	TS		-0.398	19.983	0.953	59.132	8.5	2	32.3	2.095	2.585	16.1	0	1	0	5	0.908	1.703	3.606	10	-0.168	9.217	10	10	13.4066	3.458
Cephaloridine	O=C(O)C4=C(C[n+]1ccccc1)CSC3N4(C(=O)C3(NC(=O)Cc2cccs2))	[O-]C(=O)C1=C(C[N+]2=CC=CC=C2)CSC2C(NC(=O)CC3=CC=CS3)C(=O)N12	-0.602059991	-0.2319941844	TS		0.572	102.09	1.542	165.587	15	9	42.2	1.912	3.392	6.7	0	1	5	14	2.378	1.2	3.883	15	0.157	9.234	8	33	12.4303	4.611
Enoxacin	O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CCNCC3)CC	CCN1C=C(C([O-])=O)C(=O)C2=CC(F)=C(N=C12)N1CC[NH2+]CC1	-0.602059991	-0.61449011647	TS		-0.712	69.874	-1.635	69.874	11.5	4	37.5	1.765	2.807	10	0	1	1	9	2.674	1.402	3.617	9	0.016	8.009	10	10	15.3921	3.787
Nelarabine	N=C3N=C1C(N=CN1C2OC(CO)C(O)C2(O))=C(OC)N3	COC1=C2N=CN(C3OC(CO)C(O)C3O)C2=NC(N)=N1	-0.602059991	-0.780348929663333	TS		-1.515	30.075	-0.111	30.075	9	0	30.6	2.107	2.585	13.9	0	1	0	5	0.012	1.782	3.601	10	-0.082	8.259	10	51	14.1252	3.589
Tinidazole	O=[N+]([O-])c1cnc(n1CCS(=O)(=O)CC)C	CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O	-0.602059991	-0.67530868783	TS		0.15	35.259	0.995	41.305	10	2	27.6	1.381	2.907	10.3	0	0	0	3	0.99	1.741	3.746	9	-0.053	8.528	6	32	11.7413	5.121
Amphetamine	NC(C)Cc1ccccc1	CC([NH3+])CC1=CC=CC=C1	-0.602059991	-0.49870879377	TS		0.63	61.927	-1.442	61.927	6	8	37.5	1.186	2	4.2	1	1	5	6	2.08	1.06	3.446	6	-0.111	5.677	1	0	8.6944	2.802
Gatifloxacin	O=C(O)C1=CN(c2c(OC)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)C4CC4	COC1=C2N(C=C(C([O-])=O)C(=O)C2=CC(F)=C1N1CC[NH2+]C(C)C1)C1CC1	-0.602059991	-0.54187755809	TS		-0.137	87.715	-2.308	87.715	12	6	38.8	1.752	2.807	6.1	0	1	1	10	5.326	1.316	3.72	9	-0.01	7.662	8	29	14.9668	3.816
Dalfopristin	O=C2C=CC(C)C(OC(=O)C3N(C(=O)c1nc(oc1)CC(=O)CC(O)C=C(C=CCN2)C)CCC3S(=O)(=O)CCN(CC)CC)C(C)C	CCN(CC)CCS(=O)(=O)C1CCN2C1C(=O)OC(C(C)C)C(C)C=CC(=O)NCC=CC(C)=CC(O)CC(=O)CC1=NC(=CO1)C2=O	-0.658541347	0.09872521403	TS		2.302	163.8	1.186	169.846	17.5	17	34.7	2.528	3.644	4.1	0	0	0	13	1.408	1.576	3.786	14	0.042	7.051	10	282	34.1491	5.26
Galanthamine	OC1C=CC24(c3c(OC2(C1))c(OC)ccc3CN(C)CC4)	COC1=CC=C2C[NH+](C)CCC34C=CC(O)CC3OC1=C24	-0.688629171	-0.567951568854	TS		-0.118	83.323	-1.753	83.323	8	9	39.5	1.597	2.322	2.3	1	1	2	8	3.073	1.319	3.634	7	-0.059	6.707	3	14	22.7093	4.066
Sumatriptan	O=S(=O)(NC)Cc1ccc2[nH]cc(c2(c1))CCN(C)C	CNS(=O)(=O)CC1=CC=C2NC=C(CC[NH+](C)C)C2=C1	-0.688629171	-0.62985352514	TS		0.07	79.293	-2.79	85.101	11	7	33.3	2.237	3	7.1	1	1	3	8	7.782	1.578	3.889	12	0.002	7.059	6	2	13.7566	4.502
Procainamide	O=C(NCCN(CC)CC)c1ccc(N)cc1	CC[NH+](CC)CCNC(=O)C1=CC=C(N)C=C1	-0.720159303	-0.7297427068	TS		-0.433	74.625	-1.967	74.625	8	7	33.3	1.167	2.322	7.7	1	2	4	7	3.87	1.544	3.61	7	0.054	6.061	6	0	11.3955	3.556
Acyclovir	O=C2NC(=N)Nc1c2(ncn1COCCO)	NC1=NC2=C(N=CN2COCCO)C(=O)N1	-0.753327667	-0.91544951267	TS		-1.454	29.063	0.041	29.063	7.5	0	29.6	1.506	2.459	18.5	0	1	0	5	0.002	1.934	3.3	7	-0.18	8.342	10	18	13.3836	3.662
Amoxicillin	O=C(O)C3N2C(=O)C(NC(=O)C(N)c1ccc(O)cc1)C2SC3(C)(C)	CC1(C)SC2C(NC(=O)C([NH3+])C3=CC=C(O)C=C3)C(=O)N2C1C([O-])=O	-0.753327667	-0.62920194655	TS		-1.473	74.865	-3.103	107.085	11	8	36.4	1.099	2.807	6.8	0	1	4	9	9.626	1.191	3.846	9	-0.011	8.306	6	76	12.4573	4.952
Frovatriptan	O=C(N)c1ccc2[nH]c3c(c2(c1))CC(NC)CC3	C[NH2+]C1CCC2=C(C1)C1=CC(=CC=C1N2)C(N)=O	-0.753327667	-0.61926633551	TS		0.184	62.978	-2.45	62.978	9.5	9	38.9	2.219	2.807	8.3	1	2	3	9	6	1.141	3.644	11	0.125	6.787	5	0	16.843	3.515
Methylphenidate	O=C(OC)C(c1ccccc1)C2NCCCC2	COC(=O)C(C1CCCC[NH2+]1)C1=CC=CC=C1	-0.753327667	-0.44183012172	TS		0.949	78.35	-1.418	78.35	7.5	10	37.8	1.077	2.322	2.7	1	1	5	7	2.01	1.306	3.68	7	-0.181	6.334	2	2	10.6819	3.89
Ampicillin	O=C(O)C3N2C(=O)C(NC(=O)C(N)c1ccccc1)C2SC3(C)(C)	CC1(C)SC2C(NC(=O)C([NH3+])C3=CC=CC=C3)C(=O)N2C1C([O-])=O	-0.753327667	-0.67134882973	TS		-1.206	84.341	-2.622	116.561	10.5	9	37.2	1.069	2.807	7	0	1	5	9	6.876	1.202	3.848	9	-0.003	8.127	6	33	12.317	4.952
Methamphetamine	c1ccc(cc1)CC(NC)C	C[NH2+]C(C)CC1=CC=CC=C1	-0.753327667	-0.55243851797	TS		0.836	70.323	-1.139	70.323	6	8	37	1.166	2	3.7	1	1	5	6	1.297	1.302	3.491	6	0.045	5.566	2	0	9.0046	2.834
Hydromorphone	O=C1CCC5C4N(C)CCC25(c3c(OC12)c(O)ccc3C4)	C[NH+]1CCC23C4OC5=C2C(CC1C3CCC4=O)=CC=C5O	-0.788370416	-0.596703598045	TS		0.096	56.341	-1.753	56.341	8.5	10	41.5	1.365	2.322	2.4	1	1	2	7	3.073	1.194	3.633	7	-0.041	6.985	3	12	24.5247	4.176
Imipenem	O=C(O)C2=C(CC1N2(C(=O)C1(C(O)C)))SCCN=CN	CC(O)C1C2CC(SCCNC=[NH2+])=C(N2C1=O)C([O-])=O	-0.788370416	-0.838456606	TS		-3.777	38.711	0.189	70.93	6	4	32.4	0.621	2.322	8.1	0	1	0	5	0.036	1.347	3.517	4	-0.108	8.092	6	30	12.7445	4.508
Recainam	O=C(Nc1c(cccc1C)C)NCCCNC(C)C	CC(C)[NH2+]CCCNC(=O)NC1=C(C)C=CC=C1C	-0.788370416	-0.58923949522	TS		1.08	83.879	-1.309	83.879	8	10	33.3	1.221	2.322	6.7	1	1	3	7	1.715	1.539	3.612	7	0.017	5.876	6	0	13.0928	3.562
Rizatriptan	n1cnn(c1)Cc2ccc3[nH]cc(c3(c2))CCN(C)C	C[NH+](C)CCC1=CNC2=CC=C(CN3C=NC=N3)C=C12	-0.788370416	-0.47856103208	TS		0.507	89.34	-1.302	89.34	12	7	37.5	2.792	3.087	12.5	1	1	3	10	1.694	1.521	3.602	15	0.103	6.76	10	0	12.3779	3.186
Zanamivir	O=C(NC=1C(=NC(N)N)C=C(OC=1C(O)C(O)CO)C(O)O)C	CC(=O)NC1=C(OC(=CC1=NC(N)N)C(O)O)C(O)C(O)CO	-0.788370416	-0.982120332003333	TS		-4.433	39.006	-2.315	39.006	6	2	27.9	1.055	2.322	9.3	0	2	0	6	5.361	1.477	3.418	4	0.087	7.729	6	114	16.8503	3.674
Cyclophosphamide	O=P1(OCCCN1)N(CCCl)CCCl	ClCCN(CCCl)P1(=O)NCCCO1	-0.8255759	-1.15531849265	TS		0.861	19.143	1.966	97.44	1.5	3	24.1	0.106	1	6.9	0	0	0	0	3.864	2.186	3.42	1	0.094	9.004	3	2	10.3877	3.524
Vinorelbine	O=C(OC2C(O)(C(=O)OC)C5N(c1cc(OC)c(cc1C45(CCN3CC=CC2(CC)C34))C9(C(=O)OC)(c7[nH]c6ccccc6c7CN8CC(=CC(C8)C9)CC))C)C	CCC1=CC2C[NH+](C1)CC1=C(NC3=CC=CC=C13)C(C2)(C(=O)OC)C1=C(OC)C=C2N(C)C3C4(CC[NH+]5CC=CC(CC)(C45)C(OC(C)=O)C3(O)C(=O)OC)C2=C1	-0.8255759	-0.35109587531	TS		2.276	223.264	-4.195	223.264	21.5	25	39.8	4.023	3.807	3.5	2	2	6	21	17.602	1.375	4.036	21	0.008	6.912	11	193	24.7468	4.415
Tocainide	O=C(Nc1c(cccc1C)C)C(N)C	CC([NH3+])C(=O)NC1=C(C)C=CC=C1C	-0.8255759	-0.67392903899	TS		0.547	68.737	-1.98	68.737	8	8	35.5	1.323	2.322	6.5	1	1	3	7	3.921	1.247	3.495	7	0.09	6.235	3	0	11.3013	3.715
Amikacin	O=C(CCN)C(O)NC3CC(N)C(OC1OC(CN)C(O)C(O)C1(O))C(O)C3(OC2OC(CO)C(O)C(N)C2(O))	[NH3+]CCC(=O)C(O)NC1CC([NH3+])C(OC2OC(C[NH3+])C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C([NH3+])C1O	-0.865301426	-0.94980538012	TS		-12.128	15.133	-20.859	15.133	1.5	2	25.3	0.038	1	5.7	4	4	0	1	435.082	1.512	3.67	1	-0.051	6.779	6	580	17.2783	3.801
Azithromycin	O=C3OC(CC)C(O)(C)C(O)C(N(C)CC(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)[NH+](C)C)C(C)(O)CC(C)C[NH+](C)C(C)C(O)C1(C)O	-0.865301426	-0.53886904087	TS		-1.043	144.479	-7.225	144.479	1.5	17	30.2	0.031	1	1.6	2	2	0	1	52.194	1.736	3.718	1	-0.045	5.961	6	475	28.6977	3.903
Metoprolol	OC(COc1ccc(cc1)CCOC)CNC(C)C	COCCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1	-0.865301426	-0.72742195933	TS		0.526	88.692	-2.031	88.692	6.5	8	33.3	1.131	2	2.2	1	1	4	6	4.125	1.514	3.598	6	0.024	5.965	2	20	12.3517	2.971
Amrinone	O=C1NC=C(C=C1(N))c2ccncc2	NC1=CC(=CNC1=O)C1=CC=NC=C1	-0.907997321	-0.60135753497	TS		-1.193	69.404	0.312	69.404	10.5	5	43.5	1.84	2.807	13	0	1	2	10	0.097	1.114	3.546	9	0.037	8.14	5	0	10.6023	3.573
Fluconazole	Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)Cn3ncnc3	OC(CN1C=NC=N1)(CN1C=NC=N1)C1=CC=C(F)C=C1F	-0.907997321	-0.38618031985	TS		0.75	88.542	3.487	88.542	14	4	38.2	1.958	3.17	17.6	0	0	3	10	12.162	1.176	3.608	16	-0.096	9.009	10	0	10.5813	3.874
Acecainide (N-acetylprocainamide)	O=C(NCCN(CC)CC)c1ccc(cc1)NC(=O)C	CC[NH+](CC)CCNC(=O)C1=CC=C(NC(C)=O)C=C1	-0.954242509	-0.85469471906	TS		-0.566	88.155	-1.915	88.155	9.5	8	34.1	1.292	2.585	6.8	1	1	4	8	3.667	1.63	3.61	8	0.004	6.328	7	8	12.8551	3.56
Cefpirome	O=C([O-])C5=C(C[n+]1cccc2c1CCC2)CSC4N5(C(=O)C4(NC(=O)C(=NOC)C3=CSC(=N)N3))	CON=C(C(=O)NC1C2SCC(C[N+]3=CC=CC4=C3CCC4)=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1	-0.954242509	-0.37246807301	TS		0.506	91.164	1.356	154.661	17	9	38.6	2.165	3.524	10.5	0	2	2	14	1.838	1.242	3.852	16	0.114	9.029	12	64	13.3384	4.611
